id,title,sentence_bert_cossim
519,graduate student seeking internship opportunities co-opportunities in data analyst data science and data engineering aws bigdata.,0.54118156
910,usf data scientist msc ai founder alloway llc mba alloway security tableau and excel genie,0.5409637
1164,masters in applied data science,0.5407895
1040,data scientist ai startup data science uc berkeley,0.5406141
873,data development,0.5403339
1210,pythonista data scientistmachine learning engineerdata analystaimachine learning researcher,0.53945976
624,data engineer ptc ms in computer science,0.539369
766,senior data growth product manager cdp management product analytics mcit penn,0.539191
383,analyst ii ops at constellation data science,0.5391631
563,data science,0.53898776
476,data analyst cvs health brillio ex snowflake ms in data science i analyze complex data and produce powerful insights to drive customer value,0.5389374
1246,aspiring data scientist it support engineer iot robotics innovator traveller,0.5388864
954,ms informatics  data science engineering,0.53860986
651,data analyst syracuse university,0.53844976
510,data science b.s. supply chain information analytics b.s. purdue university,0.5383475
43,data analyst with 3 years of experience mps in data science analyst experience at ub libraries cyient ltd expertise in python sql aws and predictive analytics,0.53828347
394,data science graduate student academic services assistant,0.53823805
974,seeking opportunities data analyst machine learning python sql azure power bi cloud ai solutions data-driven decision making,0.5380835
26,sr business intelligence analyst mba,0.53793865
360,bachelor in data science at new york city college of technology,0.5379058
88,data analyst in cvs health,0.5378941
332,comp sci mathematics student fourth year at st. josephs university new york data analyst seeking 2025 internshipentry-level opportunities completed google data analyst cert completed ibm data scientist cert,0.53772706
245,data scientist machine learning engineer generative ai python developer,0.5372137
205,actively seeking full-time opportunities in data science python sql r spark machine learning bi and cloud tools specialist m. s. student in information management uiuc,0.5366827
834,business intelligence engineer ii amazon,0.53663695
47,data analyst magna international ai enthusiast expert in data integration analytics azure databricks etl pipelines cloud solutions optimizing operational efficiency driving data-driven decision-making,0.5364101
137,bi and analytics snowflake dbt pythontableau skilled in data visualization big data analytics,0.53514475
539,data dali and dragons master of computer science iit chicago future data scientist never gonna give you up,0.534875
855,graduate student business analytics r programming sql advance excel power bi python programming system engineer seeking full time opportunities,0.5346488
1130,data scientistcrewasis.ai ms in data science northeastern university ex-ibm btech in computer science iiest shibpurindia,0.5343036
37,actively seeking full-time roles data analyst data scientist business analyst msis graduate unc charlotte,0.5341698
162,data and applications analyst,0.53393877
234,over 6 years of experience as a gen ai data scientist and data engineer specializing in developing deploying and managing machine learning models across various industries.,0.53361213
263,data scientist ai and machine learning specialist expertise in healthcare finance and predictive modelling,0.5333351
983,data scientist experienced in machine learning natural language processing r programming languageimproved model training quality by 25 passionate about ai-driven analytics,0.53318655
543,ms in applied data analytics boston university skills  r python sql power bi tableau ms excel ml,0.5329121
495,data analyst at cdf and data aide at harlem children zone. data science data analyst python sql qgan ml sql,0.5326246
404,data science graduate student at university at buffalo seeking for full time opportunities in data science data analyst business analyst sde roles,0.5325961
377,masters student in computer science engineering at penn state aspiring software developer ml engineer innovator in ai data science and scalable solutions,0.5323595
927,msds student indiana university bloomington former bi analyst infosys data scientist at project 990 data analyst aspiring ml engineer seeking full-time opportunities starting may 2025,0.5320172
1209,mechatronics data science professional automation machine learning specialist,0.53152794
938,actively seeking full time data analystdata scientist roles python r sql powerbi machine learning nlp pl300 certified,0.5313747
348,data scientist mphil in finance and econ  cambridge,0.53131247
101,data analyst elevance health inc ms in computer science,0.5313101
366,data science senior at umich aspiring machine learning engineer passionate about ai predictive modeling,0.5311224
918,mds rice seeking a full-time data scientistanalyst,0.53111905
662,data analyst passionate about automating data workflows and delivering scalable solutions python sql aws tableau,0.5305695
1035,seeking entry-level data related job industrial and operations engineering university of michigan,0.5301465
1274,data scientist and material science enthusiast,0.5300891
303,data scientist artificial intelligence financial analyst technical writer,0.52931106
723,marketing data analyst tableau google analytics python driving marketing insights through data-driven strategies,0.5288878
339,actively seeking data science machine learning co-op and full time roles machine learning data science mcs asu,0.52878135
891,data analytics,0.52867544
218,data scientist expert in machine learning nlp and generative ai skilled in cloud technologies aws azure,0.52855086
767,engineer in grid analytics systems engineering and design,0.528192
505,computer engineering honors graduate data analyst data ai enthusiast event management expert,0.528136
1186,data science and mathematics engineer,0.52797717
61,senior business intelligence sql developer and data engineer amsive azure pipelines pyspark notebookspark databricks sql server ssis power bi adf lavastorm ms data science,0.5275276
302,business analyst data science competitive programmer web developer,0.5273497
214,first team analyst intern d.c.united data analyst intern florida state university,0.5268377
52,data analyst ai engineer bi engineer data engineer software developer ai machine learning enthusiast azure aws python sql tableau power bi 6x microsoft certified,0.52626705
653,data engineer at elevance health,0.52598196
1034,software engineer ms in data science,0.5259443
1259,data engineer ai customer analytics senior year at karunya institute of technology and sciences,0.5247306
1196,building data-driven solutions to inform strategic decision-making,0.5241477
623,data analysis developer 3d printing enthusiast,0.5239092
576,data analyst machine learning data analytics data science xai aiml llms,0.52337956
395,quantitative analyst and it specialist,0.52330434
540,ai machine learning graduate proven experience in automation software engineering skilled in python nlp and big data technologies ready to drive innovation in fast-paced tech environments,0.52280337
324,app support analyst at kwi mba business analytics candidate at hofstra university,0.52275264
747,incoming tech catalyst associate data engineer at the hartford.,0.5226089
1167,experienced data analyst and programmer in molecular genetics medical research,0.5224974
171,aspiring product manager information systems graduate with a strong technical background passionate about driving innovation and solving complex problems,0.5223007
1204,staff data scientist and analytics engineer equifax,0.5221823
932,data science data engineer machine learning data scientist project 990 ms in data science iub seeking full-time roles may 25,0.52213264
216,data science data engineer machine learning data scientist project 990 ms in data science iub seeking full-time roles may 25,0.52213264
317,data analyst sql python r machine learning visualization business insights,0.521542
446,data scientist data analyst civil engineer railways finance economics machine learning engineer artificial intelligence,0.52107346
63,data analyst data scientist m.s statistics data science concentration bs applied math,0.5202504
948,data scientist kt2i aiml specialist llm nlp python tensorflow pytorch big data spark hadoop aws azure driving data-driven insights scalable solutions,0.5199838
991,master of science in data science and engineering student information systems management,0.5198048
165,senior big data engineer actively seeking for new opportunities data engineer big data sql aws hadoop azure pyspark kafka yarn hdfs scala etl,0.519663
465,data science mathematical statistics data analytics mbafinance,0.519531
628,actively looking for a data analyst opportunity in usa.,0.519148
1005,data science associate mtamscs nyu seeking 2025 data scientistdata engineer fulltimes,0.5176746
568,data science masters graduate from heriot-watt university looking for immediate opportunities in data science experienced software engineer,0.51766515
1248,machine learning engineer google certified associate cloud engineer m-tech silver medalist in artificial intelligence data science.,0.51750314
1220,data scientist trust systems ai ml dl ds data science msc student ,0.51747763
236,mathematics. data science. data analytics,0.517429
274,actively looking for roles in ai machine learning data engineering cloud platforms gen ai engineer mlops nlp predictive analytics deep learning ai consultant,0.5173934
472,associate data analyst ecs federal data engineer developer nyu computer science and data science mba student at vust,0.5168618
316,data scientist in training passionate about algorithms biology complex systems,0.51649326
365,msba 25 carnegie mellon university  tepper school of business cs purdue university data analyst business analyst python sql r tableau powerbi machine learning,0.516006
1036,data scientist medicinal chemist computational chemist,0.51529086
693,software engineer business intelligence bs in information technology and systems,0.5151547
524,graduate student ms in data science university at buffalo azure data scientist dp-100 power bi pl-300 certified skilled in python sql tableau machine learning building scalable data solutions,0.51513875
1192,data engineer scientist phd in computational engineering skilled in python pytorch aws databricks expertise in machine learning nlp scalable data solutions,0.51510936
1254,automation control engineer data analytics supply chain enthusiast problem-solver fast learner,0.5148712
1077,operations research columbia university data science analytics fintech,0.51453644
48,data analyst 4 years of experience in data-driven decision making proficient in python r sql actively seeking full-time opportunities,0.5134362
1118,data science rutgers ex-data scientist at rbl bank digital fraud detection risk analytics aiml google cloud platform gcp nlp python sql tableau btech it kjsce,0.513018
1092,software engineer data analyst data scientist usmc veteran,0.5128939
262,data scientist machine learning ai expert driving data-driven financial insights,0.51238894
1109,data scientist machine learning ai expert driving data-driven financial insights,0.51238894
260,aspiring data scientist aiml engineer sql python azure aws power bi pyspark microsoft certified azure ai engineer associate,0.5121521
237,business analytics applied mathematics graduate from colorado school of mines bilingual english spanish open to work,0.51121396
169,msba umass amherst 24 cspo business intelligence strategy and operations,0.51105833
67,data analyst business intelligence sql python machine learning driving data-driven decisions strategic planning,0.5108697
118,data configuration analyst at loopback analytics,0.51084167
492,bachelors of economics data science expertise in sql python tableau power bi aws excel more,0.51032513
3,computer science student seeking full-time software engineerdeveloper positions ai sql data visualization toolspython ssrs,0.5092908
857,business analyst drive business growth through strategic insights sql excel tableau power bi,0.5090493
586,bs economics at san jose state university aspiring data analyst skilled in sql r python tableau,0.5088917
554,data scientist python programmer data analyst machine learning engineer mongodb statistics flask python sql,0.50815314
41,target role data science data analyst ms ece in machine learning computer vision,0.50794053
792,data boehringer ingelheim msc. in information systems at northeastern university boston python sql aws tableau power bi,0.5079384
259,data scientist gen ai llm,0.50793266
328,software engineer mathematics data science and ai course representative,0.50775814
580,data engineer ai machine learning enthusiast sql python big data cloud technologies aws gcp azure etl data pipelines data analytics visualization,0.50773335
850,bachelors degree in business analytics and big data sql excel power bi sap visio python linux,0.5075258
856,b.s. information technology msc big data and text analytics,0.5073496
436,masters student  business information systems data analytics machine learning ai,0.50721765
701,data analyst at commerce bank,0.506812
190,informatics student ux designer data-driven problem solver,0.5065538
1260,python developer instructor data scientist mlop,0.5065302
14,collaborative data engineer bridging the gap between data science and data engineering aws python etl,0.5060872
331,data scientist machine learning data visualization python transforming data into insights math educator math coach,0.5057113
831,automation engineer it specialist software developer process optimization rpa expert pos cloud solutions architect problem-solver innovator,0.5049026
1133,data scientist physicist machine learning,0.5048142
127,actively seeking data analyst tableau pgsql ms excel power bi python,0.5046418
786,public health informatics and data analytics technology,0.50443244
880,passionate and driven bioinformatics graduate from san jose state university actively seeking full time opportunities for making a difference in computational biology research.,0.5042952
952,data scientist azure ai engineer microsoft certified data science graduate student usc jlpt n2,0.5039559
961,scientist data analyst process development computational biology multi-omics mass spec ngs bioprocess cross-functional collaboration continuous improvement data management python r rock climbing,0.50336504
76,research intern data science ai exploring the power of data technology iot electrical engineer,0.50283974
229,a hacker who has learned what to make and not just how to make. entrepreneurship machine learning data science,0.5027623
454,ai developer data analyst gen ai llm customization data science,0.5025239
1110,data analyst cmu alum data science analytics machine learning genai tech consulting product management deans list honoree registered product owner registered scrum master,0.5024946
24,certified data engineer building scalable etl pipelines cloud big data specialist aws azure snowflake driving data-driven decisions with ai analytics,0.5023771
1190,morehouse school of medicine msbt student certified scrum product owner data strategy data governance expert lssyb certified trained biomedical neurosurgery researcher stem educator,0.5016672
947,machine learning engineer,0.50162137
666,data analyst 10alytics level 7 advanced diploma,0.4989374
848,ms in applied data analytics at boston university seeking intern or spring 2025 full time data analyst roles,0.49883974
433,research data specialist at the university of illinois at urbana-champaign,0.49876463
252,data scientist ex-cisco actively seeking full-time roles msba at texas am,0.49845597
481,lead engineering laboratory technician emerson master of science in data science data analysis,0.49768442
1227,advanced google certified data analyst project manager,0.49743724
916,actively looking for new roles data scientist data engineer generative ai llm machine learning nlp python sql aws azure databricks snowflake tableau powerbi github jira,0.49741715
141,data analyst at ameritas,0.49702352
310,data scientist building predictive models for business impact machine learning nlp pythonmlops.,0.49657807
400,associate product manager paycom ibm data science specialization,0.49629992
875,open to opportunities market insights analyst intern at t-mobile python java sql tableau aws storyteller,0.4958709
462,ml engineer ai it consultant writer instructional associate of reinforcement learning at georgia tech,0.49583957
474,data analyst business intelligence sql power bi python data-driven decision making,0.4957268
719,applied math statistics graduate in johns hopkins university skilled in data analysis modeling,0.4944257
396,statistics phd candidate at the university of rochester with experience in clinical trials genomics and statistical machine learning. seeking statistician roles.,0.49418983
414,data science graduate student at boston university,0.49344057
307,cybersecurity data science specialist proficient in machine learning threat analytics python sql and ai-driven security solutions bridging data intelligence with cyber defense,0.49258044
53,data engineer data scientist data analyst big data engineer cloud data engineer aws azure data engineer data analytics bigdata aws data engineer aws machine learning engineer,0.49255574
401,data analyst sql python power bi machine learning data visualization business intelligence,0.4923141
420,computer science graduate from the university of iowa aspiring software developer passionate about back-end programming and ai technologies,0.49196488
96,data analyst easley-dunn productions inc. master of science in business analytics,0.4919136
691,computational scientist,0.49139097
128,senior data analyst at centers health care,0.49125046
749,data analyst at kingston brass,0.49101502
1076,m.sc data science brown,0.4901688
361,ms in data science nyu cds data analyst rutgers ifh,0.48989576
250,sr.data analyst at hcsc databricks certified gcp architect python machine learning genai hadoop aws power bi tableau domains banking finance retail insurance software development,0.4894255
408,data scientist ms in ece machine learning and data science ex  wiproite,0.48851967
997,data scientisthondapythonrsqlrpower bitableau actively looking for new opportunties,0.48810577
435,economist economic research data analytics data science manage data collection and analysis for cdc and cms,0.48790804
920,data scientistanalyst problem solver learning enthusiast python sql nosql r snowflake anaconda jupyter,0.48724204
278,data analytics data engineering dataviz databricks power bi python,0.48683807
77,actively looking for full-time opportunities graduate student in business analytics artificial intelligence utd data enthusiast ex associate software engineer cgi,0.4866984
977,ex-data science co-op boehringer ingelheim mscs umass amherst,0.48586285
387,machine learning operations engineer at spyglaz,0.48573405
204,ms in computer science mentor women in big data ex-mle intern hiddenlayer passionate about data engineering aiml enthusiast with focus on nlp llms,0.48571578
670,data analyst uveye b.sc computer science and life sciences with specialization in bioinformatics tau,0.48571423
58,ph.d. candidate in economics seeking roles as economist data scientist or quantitative researcher,0.4856202
601,mathematician and data analyst currently working as a software developer at mathgpt,0.4854099
269,data scientist optum python sql specialist power bi tableau ml aws,0.48438287
560,business management ai engineer software developer digital marketing specialist,0.48400223
23,experienced software developer skilled in c python and aws driving seamless data integration and website development with strong leadership and teamwork abilities.,0.48386964
793,data analyst stats. columbia,0.48386422
726,it data analyst and sdlc lead as a business analyst data analyst certified product ownerproduct manager certified psm i professional scrum master i,0.4837273
84,mba-business analytics,0.48359418
334,data science uc berkeley undergraduate researcher innovative genomics institute,0.48351797
1184,graduate student at northeastern university masters in data analytics engineering data science machine learning data engineering,0.48339665
1283,software engineer writerspace science enthusiast,0.48320597
90,masters student in information science cornell cis,0.48309875
382,university of michigan ms ece machine learning image processing actively seeking roles in ml data science ds data analysis deep learning,0.48290026
513,data analyst python and r ms sq powerbi microsoft office data management problem resolution by developing improved insights enabling management to make better decisions,0.48273277
1002,data analyst graduate teaching assistant data science umbc salesforce certified associate python sql,0.4824353
805,python developer certified dp-203 data engineer data visualization project management python sql power bi tableau aws etl,0.48227954
36,ms in ds at university of new haven grad 2023 actively seeking for full time opportunities data analyst,0.48197013
227,ms data science stony brook university,0.4818399
1075,statistician data analyst data visualization expert pollster communications professional social media digital media advertiser,0.48122782
62,data analyst sqlpython tableau power bi transforming data into insights,0.47953114
106,senior data analyst statistical analysis data science c2cc2h,0.4782843
796,data scientist data analyst alumni emlyon business school france mcgill python tableau powerbi machine learning dataiku dss llm aws azure actively looking for new roles immediate joiner,0.4778151
338,data engineer usage ai,0.47770035
1280,mlops machine learning backend dev fastapi data scientist data analyst,0.4771691
46,data science and analytics python sql power bi excel,0.47714388
1124,m.s. in statistics from the university of illinois in urbana-champaign. actively seeking employment as a statistician or data analyst.,0.47696394
1122,ai engineer community dreams foundation generative ai statistical analysis data science analytics,0.47657377
1270,data analystscientist full-stack software engineer python sql c net javascript react.js html css wordpress,0.47623426
578,bs in data science from the university of vermont,0.4759188
246,data science business analysis ms information systems cornell tech25 ba econ duke23 ex-tencent,0.4753223
378,senior cis major baruch college data analyst,0.47484803
931,machine learning engineer data scientist aws certified msc ai essex,0.47449028
410,currently looking for full-time roles as a data analystscientist research assistant stony brook university ms in data science,0.4744407
950,sports psychology data analytics founder collegiate dance coach sports enthusiast stem research,0.47420102
468,seeking data science mle aiml roles masters in cs uf ml research uf intelligent critical care center,0.4740008
17,data engineer data analyst data pipelines ai ml advanced analytics power bi tableau sql python aws azure gcp hadoop spark hive etl pipelines big data machine learning cicd,0.4739847
797,senior data analyst  optum,0.47370505
344,data analyst at winfertility,0.4732154
905,oceanographer specialized in data analysis. i find practical solutions to complex and multidisciplinary problems,0.47300053
1214,nuclear scientist research scientist data analyst,0.4723442
486,expert dpi engineer data scientist machine learning ai etisalat emirate telecom  uae,0.47121072
483,ai researcher and software developer,0.47107074
157,data engineer azure aws cloud expert sql python spark specialist,0.47017777
799,problem solver passionate about technology and innovation,0.47017586
1016,ms in data science uta actively looking for opportunities in spring 2025,0.4701524
255,ms ai bu ex-mle optum ex-data scientist boston public school ex-data scientist boston universty machine learning engineer,0.47007406
673,ml engineeractively seeking ml jobs machine learning deep learning enthusiast skilled in python tensorflow sql and data engineering,0.4693904
1096,data scientist osu wexner medical center masters in cs osu healthcare ai,0.4693669
390,graduate data science student b.s. in computer engineering certified associate google cloud engineer experienced in machine learning data analysis and software development chess enthusiast,0.46900094
1032,data scientist data engineer expertise in llm solutions scalable etl pipelines predictive modeling and data-driven decision making,0.46898437
439,machine learning engineer ai ml enthusiast healthcare data analyst sql python tableau masters student specializing in machine learning ai healthcare,0.4688714
471,data science analytics clinical research turning raw data into meaningful stories with python r sql,0.46844006
367,data engineer analyst certified aws solutions architect ex-tcs python developer sql aws spark airflow snowflake data warehouse power bi hadoop mongodb cassandra,0.4681096
711,senior statistical programmer at shafi consultancy limited with expertise in clinical trials,0.46809036
1160,data scientist freelance developer python sql ml statistics visualization,0.46806994
18,actively seeking full-time roles in bioinformatics masters in biomedical informatics and data science asu,0.4680093
1177,m.s in data science umbc softwareml engineer,0.4677541
1181,aiml engineer computer vision nlp focus data science passionate about innovation research in ai,0.46755373
477,data science and machine learning boot camp graduate with software development background,0.46709844
1161,data science business marketing analytics sql python data visualization machine learning statistics,0.4670182
1234,aiml developer python programmer data science enthusiast passionate about data automation.,0.46640193
12,actively seeking full-time w2 opportunities data engineer ai ml engineer data analyst ex-accenture aws certified,0.46631292
380,data engineer cloud big data microsoft certified data engineer azure aws snowflake python sql actively looking for full-time roles,0.46585906
676,devops engineer automation enthusiast gen ai advocate problem-solver innovator,0.46575713
976,data scientist machine learning ai big data analytics predictive modeling cloud computing aws gcp data-driven decision making,0.46558577
1276,machine learning engr.customer value managementcvmmtn nigeria ml engineer mlops engineer,0.46516466
308,frontend development data engineering at jp morgan chase authbridge husk iit patna 2021,0.4643906
929,aapm24 presenter nsbe24 attendee aws certified data engineer graduate research assistant uta statistical analysis eda etl sql spark apache microservices machine learning deep learning,0.46407944
32,computer science and data science student uw-madison,0.46383625
841,data manager computational biologist data processing visualization statistical analysis expert r python sql developing tools to optimize data workflows,0.46374884
1063,ai solution engineer data scientist python sql powerbi machine learning teamwork problem solving skills,0.4623319
600,data analyst texas state university alumni,0.46226025
215,i am currently looking for new opportunity as a machine learning engineer,0.46217057
603,ms student in ai long island university certified pega system architect csa 8.7 pega certified senior system architect cssa 8.7 certified aws cloud practitioner,0.4619094
66,ms in biotechnology ms candidate in biological data science bioinformatics enthusiast skilled in python sql r and ngs bridging biology and data,0.4618079
266,ex-research data scientist at watts water data science and analytics graduate student northeastern university,0.46171364
210,network automation engineer upenn software engineering and data science student drexel university,0.46155518
305,data analyst business intelligence python power bi,0.4605554
1200,co-founder designera data science machine learning artificial intelligence,0.4603785
5,graduate research assistant at uab masters in data science student at uab ex jio,0.45990014
778,ms in business analytics ex-ibmer actively looking for a full-time role,0.45977965
995,information systems graduate student at university of memphis,0.45948693
416,data analyst business intelligence data quality assurance sql project management supply chain,0.45927876
1019,online esl teacher ai data annotator data science python and sql enthusiast turning data into actionable insights,0.45875457
992,data science brown,0.4587453
381,data analytics machine learning data visualization sql tableau excel r python power bi,0.4581152
1079,data scientist  level 2 nlp llm genai advanced predictive modeling ml engineering transforming business with data ai,0.4572202
1170,economics phd candidate penn state industrial organization dedicated to solving real-life challenges using innovative research,0.45678568
989,looking for full-time opportunities machine learning researcher penn state harrisburg master of science in computer science,0.45643994
1052,mathematics specialist data scientist tech generalist,0.45636827
146,bachelors in business analytics and information systems cybersecurity concentration,0.45636517
894,student at murray state universityms excelms powerpoint power bisqlpythonnumpypandasstatistical methodsanova testingmatplotlibsea-bornetl data visualization looking for full-time positions,0.45635557
223,msis  big data aws certified automation etl data modeling machine learning computer vision gen ai ex  data engineer ibm,0.45621693
1153,masters student in computational intelligence python sql gcp data science,0.45615786
95,actively looking for full-time opportunities data engineer data analyst business intelligence ms dae at northeastern university python sql tableau etl aws gcp machine learning,0.45541853
518,actively seeking full time opportunities ms data science university of arizona ex data analyst at jp morgan chase,0.45443708
812,process development associate,0.45436013
347,research assistant kelley school of business mds iub machine learning python r sql powerbi,0.4542272
1252,cloud infrastructure analyst capgemini ex data analyst e uae bachelors in artificial intelligence data analyst ai engineer,0.4540321
523,data driven,0.45403188
464,data science finance northeastern university ex bain capital,0.45358855
1189,computer scientist,0.45331085
261,java developer machine learning data science artificial intelligence cybersecurity researcher problem solver,0.45330173
10,data science machine learning artificial intelligence,0.45219535
1009,research assistant at drexel machine learning engineer crafting the future of computer vision,0.45203716
496,data analyst sales operation analytics compensation 8 years alteryx excel sql and python proficient new york usa,0.45198485
620,data analyst data science enthusiast sql python,0.45184097
79,msc data science graduate full stack developer python sql java react.js beng mechanical and electrical engineering,0.45151818
1231,machine learning engineer at cedar gate technologies ex- darazian daraz nepal alibaba group,0.4514851
342,machine learning data analytics nlp cognitive research computer engineering drexel,0.45099133
1008,masters in data analytics gsu25 python sql machine learning deep learning genai sas tableau jira,0.4501713
1017,computer analyst,0.4500681
244,data scientist dataiku python machine learning data modeling sql azure tableau power bi nlp data warehousing etl git cicd docker kubernetes ssis predictive analytics,0.44994685
144,data analyst 2,0.4498792
728,data analyst 2,0.4498792
644,data analyst sql python power bi tableau etl data warehousing predictive analytics aws s3 glue redshift azure aws certified,0.449857
500,seeking 2025 summer internship masters student at university of texas at dallas data scientist ai engineer business analyst data analyst tableau associate consultant ex infosys,0.44979578
725,recent computer science graduate,0.44953936
775,data engineer cloud big data solutions crafting scalable pipelines for actionable insights,0.44919598
1230,co-founder at learn grow researcher machine learning nlp computer vision data science,0.44901717
388,physics ms analytical problem solver proficient in data analysis and visualization and machine learning,0.4483264
968,data scientist aiml engineer nlp gen ai expertise- llm models azure gcp,0.44823515
311,certified data analyst l business analyst l artificial intelligence l data science l machine learning l python l sql l power bi l excel,0.44819397
969,machine learning engineer ai data science enthusiast mlops cloud aws azure gcp nlp computer vision big data,0.44799128
133,data analyst sql python tableau turning data into insights,0.4476177
1029,statistics and data science major ucsb,0.44756782
321,graduate student at university of florida ms in computer and information science,0.44747534
965,operations research data science,0.44479892
993,aspiring software engineerdata analyst ms in computer science- merrimack college,0.4447651
277,bachelors in statistics  data science,0.444476
119,computer science graduate student at clark university ex-software engineer at accenture,0.44436002
1136,data engineer cloud platforms aws azure snowflake etlelt automation data pipelines analytics power bi tableau python sql pyspark,0.44304326
1285,digital marketing strategist growth performance marketing seo ppc social media expert,0.4426933
1103,ai ml genai engineer and data scientist 6 years in aiml nlp llms prompt engineering expertise in python generative ai proficient in azure aws azure ai studio and microsoft copilot studio ex-infosys.,0.4425313
123,python r sql tableau statistics power bi data analytics business intelligence,0.44083232
1271,data analyst experience with python sql tableau power bi excel and alteryx llb data scientist problem-solver,0.4400195
466,business analyst at inventory management solutions,0.43957418
267,machine learning engineer genworth masters in computer sciences,0.4381699
203,m.s. data science graduate michigan state university,0.43790925
703,recent graduate with a ms in mathematics focused in statistics. thesis in directional statistics and probability distribution theory. proven experience with statistical analysis using r python and jmp.,0.43774498
195,ms in data science at nyit,0.43746433
306,counselor data science machine learning,0.437252
451,healthcare ai ml data science genomics phd in biomedical science with a strong statistics foundation,0.43713936
612,systems analyst,0.43713713
911,data science student njit 25 data and ml engineer aimachine learning engineer intern new jersey courts aws certified,0.436892
1043,technology consultant,0.43683377
1191,data scientist nlp deployment experience in ai-driven solutions skilled in lms llms deep learning machine learning open to opportunities in aiml roles,0.43615246
770,clinical research scientist  analytical,0.43601817
87,actively seeking full time opportunities w2 data engineer sde sdet data analyst qa automation ex  hexagon,0.43600196
806,senior analyst,0.43571422
211,data scientist python backend developer software developer at iron gate auctions,0.43527514
613,junior security analyst unlv information technology,0.43522513
1039,machine learning engineer 2,0.4342417
55,ai enthusiast graduate assistant at kent state university frontend and backend experience machine learning deep learning nlp focus actively seeking full-time opportunities,0.4341922
1012,data analyst problem solver attentive team leader emory msba alum rutgers alum,0.43358743
345,intern tesla ex- pricing analyst intern essilorluxottica ms in ds unt python statistics sql ml,0.43296134
1211,data scientist data analyst mlia python sql,0.43258578
56,software engineer ingenworks python flask machine learning mlops data science software development,0.43245465
102,data analyst sql python tableau power bi data validation compliance business intelligence automation reporting,0.43192625
572,obtaining master of science in applied mathematics seeking summer data science machine learning internships.,0.43179506
226,msc computer science java python c data science software development,0.43167344
1090,junior data analyst charter grad student mines,0.43160868
972,machine learning engineer specializing in ai pipelines mlops and scalable solutions automating workflows to drive impact and learn continuously.,0.4310593
177,senior data analyst at td bank,0.43083146
329,ai implementation engineer at fiserv mscs  machine learning candidate at georgia tech,0.43037066
428,biostatistics and data science graduate from weill cornell medicine,0.4303589
1115,machine learning engineer 3 years of experience in ai nlp and mlops scalable ml pipelines llms cloud big data end-to-end model deployment,0.42974102
682,management information system student at university of central oklahoma,0.4297403
257,data scientistgen ai ml engineerllm nlp prompt,0.4293734
275,building scalable ai data solutions cloud analytics engineer bi ml expert sql python etl mlops,0.4293413
373,science scholars awardee bristol myers squibb pharm. ex-data analyst intern port authority of ny nj graduate research assistant data scientist machine learning engineer,0.4290009
661,phd candidate statistics at iowa state university,0.42870253
986,machine learning engineer arizona state university masters robotics and autonomous systems in ai actively seeking full-time opportunities.,0.42776924
197,machine learning engineer arizona state university masters robotics and autonomous systems in ai actively seeking full-time opportunities.,0.42776924
874,data analyst postgresql tableau looker studio python bi marketing,0.42759818
289,data scientist certified tensorflow developer,0.4272082
512,data analyst power bi sql machine learning data visualization python excel,0.42700094
1011,biologist data scientist teacher rpcv interested in environmental science,0.42662677
699,system analyst the reformation bachelors in computer science,0.42619663
842,data analysis,0.42617786
980,data scientist machine learning ai nlp predictive analytics cloud aws gcp azure big data data-driven decision making,0.42526793
1148,senior machine learning engineer mlops vector databases generative ai databricks,0.4251182
924,full stack developer m.s. computer science at georgia institute of technology b.s. computer science at university of akron,0.4246568
533,bachelor of science in statistics data science,0.4242446
109,software engineer cloud data intern it specialist graduate umbc ex-accenture analyst certified azure 4x aws oracle network python django net asp.net sql dynamics erp scm,0.4241554
1154,data scientist sql python tableau data visualization r matlab power bi,0.42406973
1027,financial analyst,0.42311248
372,software engineer intern dupont aiml data science ms cs missouri st,0.42270896
407,ghc 24 scholar actively looking for full time jobs 2025 wids ambassador pursuing masters in applied data science at syracuse university,0.42208177
945,full stack ai engineer at ascend ms at asu 2x aws ex-research informatics intern at arrowhead pharmaceuticals ex-data scientist at aptus data labs,0.42180187
1218,software and deep learning engineer masters in intelligent systems and iot senior computer technician,0.42064255
926,uw master of data science student,0.42052042
1256,data engineer at kenyatta national hospital.,0.42025265
158,qa automation engineer expertise in selenium appium cicd integration specialist passionate about quality assurance and cloud testing,0.41997367
940,research asu ms cs asu genai ml ex-ai state street,0.41975507
368,cs stony brook university building ai that solves real-world problems former data science ml intern accesshub,0.419127
1156,certified scrummaster data analyst excel sql python,0.4187916
998,validation engineer specializing in technology and innovation expertise in quality processes industry standards proven track record in ensuring compliance with various standards.,0.41840714
690,cognitive neuroscientist u.s. army educational outreach program research fellow data enthusiast,0.418392
611,data analyst python sql machine learning power bi tableau sql server,0.41799456
384,seeking crime analyst roles,0.4179297
230,actively seeking opportunities ai machine learning nlp data science python mlops cloud,0.41790688
452,crm analyst email lifecycle marketing data-driven,0.41768777
297,data analysis data science machine learning python sql,0.41767383
447,computer science ph.d. specializing in deep learning and computer vision. published 7 papers and led 7 projects developing novel computational methods using python and ml frameworks u.s. permanent resident.,0.41754037
528,masters student at cleveland state university machine learning tensorflow pycharm data science visulaization,0.41714692
1121,data scientist wells fargo sql python machine learning,0.4171347
521,graduate student in computational science data science machine learning enthusiast ms in nanoscience and functional materials,0.4167313
759,recent computer science grad from wayne state university,0.41670632
